Ojibwe	English	Speaker	Link
Gichi-maazhimaate iwe gizhaabikizigan. Awegodogwen dinowa gaa-piindaabikiwebinigaadegwen.	That stove smells bad. I wonder what kind of thing they threw in there.	es	https://ojibwe.lib.umn.edu/main-entry/maazhimaate-vii
Azhiwaasin moozhwaagan giishpin giishkizhaman biiwaabik maagizhaa ge mazina'igan.	Scissors get dull if you cut metal or paper.	nj	https://ojibwe.lib.umn.edu/main-entry/azhiwaasin-vii
Giishpin minwa'amaazod apane da-andomaa ji-awi-nagamod.	If s/he keeps singing with that good voice, s/he will be invited to go sing somewhere (at a contest or professionally).	nj	https://ojibwe.lib.umn.edu/main-entry/minwa-amaazo-vai
Giishpin dakoosagak ginibewin, giga-zaasaagizideshin.	If your bed is too short, your feet will stick out.	nj	https://ojibwe.lib.umn.edu/main-entry/dakosagad-vii
Eniwek igo niminomanji' noongom.	I feel  somewhat better today.	nj	https://ojibwe.lib.umn.edu/main-entry/minomanji-o-vai
Badakide apabiwin jiigishkwaandem.	There's a chair standing by the door.	es	https://ojibwe.lib.umn.edu/main-entry/badakide-vii
Gabaatoon 'i wiiyaas.	Why don't you boil that meat.	es	https://ojibwe.lib.umn.edu/main-entry/gabaatoon-vti2
Niwii-o-biinjwebinige iwidi mazina'iganiiwigamigong.	I'm going to go mail a letter at the post office.	es	https://ojibwe.lib.umn.edu/main-entry/biinjwebinige-vai
Mino-maajiiginoon ningitigaanan.	My garden is growing nicely. = My plants are growing nicely.	nj	https://ojibwe.lib.umn.edu/main-entry/maajiigin-vii
Anooj igo apa'idiwag igiw abinoojiinyag gaa-kaazootaadiwaad.	The children playing hide-and seek run everywhere.	rg	https://ojibwe.lib.umn.edu/main-entry/abinoojiinh-na
Agwajiing odaminowag abinoojiinyag.	The children are playing outside.	nj	https://ojibwe.lib.umn.edu/main-entry/abinoojiinh-na
Wegonen endawendaman ji-biidaamawinaan.	What do you want me to bring back for you?	nj	https://ojibwe.lib.umn.edu/main-entry/andawendan-vti
Gidaa-ningaagonasige nibi andawendaman.	You can melt snow if you need water.	nj	https://ojibwe.lib.umn.edu/main-entry/andawendan-vti
Aasamaatig badakide i'iwe endawaabandaman.	What you're looking for is standing against the tree.	es	https://ojibwe.lib.umn.edu/main-entry/aasamaatig-adv-loc
Giishpin dakozigwaag gigiziibiiga'igan, gii-giziibiigiiyan giga-babiishigonaan.	If your soap is short, you keep dropping it when you take a shower.	nj	https://ojibwe.lib.umn.edu/main-entry/dakozigwaa-vii
Wegonen neboobiikaadang.	What's she making soup out of?	gj	https://ojibwe.lib.umn.edu/main-entry/naboobiikaadan-vti
Mii iwidi debinaagozid ogidaaki wa'aw gaa-ni-maajaad.	You see the one who just left here up on top of the hill.	es	https://ojibwe.lib.umn.edu/main-entry/ogidaaki-adv-loc
Ogidaaki awi-dazhi-wiisinidaa.	Let's go eat on top of the hill.	nj	https://ojibwe.lib.umn.edu/main-entry/ogidaaki-adv-loc
Ogidaaki iwidi ingii-pabaa-ayizhaa.	I went around up on top of the hill.	gh	https://ojibwe.lib.umn.edu/main-entry/ogidaaki-adv-loc
Niizhwaabik ashi-aabita odinagimaan iniwen midaaso-dibaabiishkoojigan iniw opiniin.	He's charging $2.50 for ten pounds of potatoes.	es	https://ojibwe.lib.umn.edu/main-entry/ashi-aabita-adv-num
Onzaam gabaya'ii ogii-mazina'amaagoon gaa-onji-naadazina'iged.	The bill was way overdue and that's why he went after his debt.	es	https://ojibwe.lib.umn.edu/main-entry/naadazina-ige-vai
Aaniin ezhimaasod.	How is it's (animate) aroma?	nj	https://ojibwe.lib.umn.edu/main-entry/izhimaaso-vai
Oboogizikaagon iwe miskojiisiminaaboo.	The bean soup makes him fart.	es	https://ojibwe.lib.umn.edu/main-entry/miskojiisiminaaboo-ni
Waabigwaniinsan ngii-naabakiinaanan. Niwii-kagwe-nitaawigitoonan.	I transplanted some flowers. I'm going to try to raise them.	es	https://ojibwe.lib.umn.edu/main-entry/naabakiinan-vti
Gaawiin ganabaj indaa-debwetawaasii gaa-gii-kagwejimid wii'-wiidigemid.	I probably won't marry that guy that asked me to marry him.	nj	https://ojibwe.lib.umn.edu/main-entry/wiidigem-vta
Giishpin aapidaanagidooned, gidaa-basiingweganaamaa.	If he can't stop talking, just slap his face.	es	https://ojibwe.lib.umn.edu/main-entry/aabidaanagidoone-vai
Niiyo-diba'igan odakwegizhaan bagiwaaniigin waa'-magoodaasikaaged.	She cuts four yards of fabric to make a dress out of.	nj	https://ojibwe.lib.umn.edu/main-entry/akwegizhan-vti
Aditewan aniibiishan.	The leaves are turning colors.	es	https://ojibwe.lib.umn.edu/main-entry/adite-vii
Ani-ishpi-niibing da-aditewan miinan.	The berries will be ripe towards the last part of the summer.	nj	https://ojibwe.lib.umn.edu/main-entry/adite-vii
Ogii-kagiiginaanan iniwen editegin miinan.	He picked out the ripe blueberries.	es	https://ojibwe.lib.umn.edu/main-entry/adite-vii
Ikwabi dawishkawaad waa-piindigenid.	He moves out of the way to let the people in.	nj	https://ojibwe.lib.umn.edu/main-entry/ikwabi-vai
Onzaam ogii-sanagendaan awe eshpabid gaa-onji-ikwabid.	The chairman thought it was too hard and that's why he resigned.	es	https://ojibwe.lib.umn.edu/main-entry/ikwabi-vai
Dennis ogii-kiizhizwaan zhiishiiban zhebaa. Manoomin ogii-tagozaan. Waa!	Dennis cooked a duck this morning. He cooks it with rice. Waa!	nj	https://ojibwe.lib.umn.edu/main-entry/giizhiz-vta
Weweni obimiwidoon odizhinikaazowin.	He carries his name well.	es	https://ojibwe.lib.umn.edu/main-entry/izhinikaazowin-ni
Dabasaya'ii ningii-onzaabamaag gaa-gidochigewaad.	I watched the concert from down below the stage.	nj	https://ojibwe.lib.umn.edu/main-entry/onzaabam-vta
Gaagiidizi eyedawigidig.	His knees are sore.	es	https://ojibwe.lib.umn.edu/main-entry/eyedawigidig-adv-loc
Gaawiin niminwendanziin gaa-wiisagang.	I don't like pepper.	rg	https://ojibwe.lib.umn.edu/main-entry/minwendan-vti
Niminwendaan waabaminaan.	I'm glad to see you.	es	https://ojibwe.lib.umn.edu/main-entry/minwendan-vti
Gichi-mamiidaawendam awe endazhi-gizhaasod.	That person is really uncomfortable because it is a little too hot for him.	es	https://ojibwe.lib.umn.edu/main-entry/mamiidaawendam-vai2
Gichi-bizaani-ayaa epiichi-mamiidaawendang gaa-ako-naganigod iniw odikweman awe...a'awe inini.	That man's been very quiet and depressed since his wife left him.	es	https://ojibwe.lib.umn.edu/main-entry/mamiidaawendam-vai2
Gii-ni-bitaakonikeshin gii-ni-waaninibatood iwidi wiigiwaaming.	He bumped his arm as he ran around the lodge.	es	https://ojibwe.lib.umn.edu/main-entry/bitaakonikeshin-vai
Ogii-onzaami-baasizwaan iniwen asiniin aabaji'aad 'i madoodood.	He over-heated and cracked the rocks he used in his sweatlodge.	es	https://ojibwe.lib.umn.edu/main-entry/iniwen-pron-dem-cdd9e904-2cde-42f8-a3e6-3697b935fc06
Engwaamizin, giga-gimoodimig gimiijim gwiingwiishi.	Watch out, the grey jay will steal food from you.	gj	https://ojibwe.lib.umn.edu/main-entry/gwiingwiishi-na
Aapiji aaskwanizi gwiingwiishi.	The grey jay is very greedy (about food).	nj	https://ojibwe.lib.umn.edu/main-entry/gwiingwiishi-na
Gichi-gezika baagisin ingidig.	All of sudden my knee swelled up.	es	https://ojibwe.lib.umn.edu/main-entry/ningidig-nid
Giishpin gaanda'amawad gaa-bwaawidaabiinid, nawaj da-naangishkaawan odoodaabaanaakwan.	If you push from behind for the one having trouble pulling, his toboggan will go easier.	nj	https://ojibwe.lib.umn.edu/main-entry/gaanda-amaw-vta
Giga-binaanikwe odisaabandaman ani-gichi-aya'aawiyan.	You'll start to lose hair as you get older.	nj	https://ojibwe.lib.umn.edu/main-entry/binaanikwe-vai
Biina'wi mashkimodaang.	Put it [something animate] in the sack.	nj	https://ojibwe.lib.umn.edu/main-entry/biina-vta
Indaga biina'waadaanig ogoweg opiniig imaa gimashkimodaang.	Come on, let's put these potatoes in your sack.	es	https://ojibwe.lib.umn.edu/main-entry/biina-vta
Mii 'i zhigwa gii-maadakamigizid a'awe waa-jiimaaniked.	The boat builder has started.	es	https://ojibwe.lib.umn.edu/main-entry/jiimaanike-vai
Mii iwe izhiiginan.	Fold it that way.	es	https://ojibwe.lib.umn.edu/main-entry/izhiiginan-vti
Odoozhiiginaan waa'-inizhang omazinigwaasowin.	She's shaping the paper to cut the design out for her beadwork.	nj	https://ojibwe.lib.umn.edu/main-entry/izhiiginan-vti
Akawe weweni ogii'-izhiiginaan jibwaa-maajinizha'ang odoozhibii'amaagewin.	He folded his letter neatly before sending it off.	nj	https://ojibwe.lib.umn.edu/main-entry/izhiiginan-vti
Bwaawidaabii gaa-niigaanidaabiid.	The one pulling a sled load at the front has a hard time pulling.	nj	https://ojibwe.lib.umn.edu/main-entry/niigaanidaabii-vai
Omba'an giwanii'igan jibwaa-bakobii'aman.	Set the trap before you put it in the water.	nj	https://ojibwe.lib.umn.edu/main-entry/omba-an-vti
Aaniish ezhibii'igaadeg.	How is it written?	es	https://ojibwe.lib.umn.edu/main-entry/izhibii-igaade-vii
Wegonen iwedi ezhibii'igaadeg agwaakwa'igan. Biibaagadaandim ina.	What does that sign over there say? It there a sale?	nj	https://ojibwe.lib.umn.edu/main-entry/izhibii-igaade-vii
Aaniin ezhibii'igaadenig endaad.	What is her address?	nj	https://ojibwe.lib.umn.edu/main-entry/izhibii-igaade-vii
Mii 'iwe nangwana ezhibii'igaadeg.	So that's what that letter (or note) says	nj	https://ojibwe.lib.umn.edu/main-entry/izhibii-igaade-vii
Ningii-shegwaabideshkaagon moozo-wiiyaas gii-miijiyaan bijiinaago.	Some moose meat got stuck between my teeth when I was eating yesterday.	nj	https://ojibwe.lib.umn.edu/main-entry/moozo-wiiyaas-ni
Agwajiing ngii-tazhi-niimako'abwe iwe moozo-wiiyaas.	I roasted that piece of moose meat on a stick outside.	es	https://ojibwe.lib.umn.edu/main-entry/moozo-wiiyaas-ni
Minomaasige gaa-zaasakokwaadang moozo-wiiyaas.	The aroma of the fried moose meat smells beautiful. = S/he's making a beautiful aroma frying up the moose meat.	nj	https://ojibwe.lib.umn.edu/main-entry/moozo-wiiyaas-ni
Gii-kanoonaa gidedem omaa bagijigewind. Indaga o-odaapinamaw.	They called your father during the give-away. Go over there and accept it for him.	es	https://ojibwe.lib.umn.edu/main-entry/odaapinamaw-vta
Ogii-odaapinamowaan odoonaagan.	He picked up his dish for him.	es	https://ojibwe.lib.umn.edu/main-entry/odaapinamaw-vta
Ogii-kwekisidoon i'iw apabiwin.	He put the chair turned around.	es	https://ojibwe.lib.umn.edu/main-entry/gwekisidoon-vti2
Ambe daga gwayakwendan	You better make the right decision.	es	https://ojibwe.lib.umn.edu/main-entry/gwayakwendam-vai2
Gii-ishkwaabiisaamagad gii-naawakweg.	It stopped raining at noon.	rg	https://ojibwe.lib.umn.edu/main-entry/naawakwe-vii
John wii-ni-giiwebizo noongom naawakwenig.	John is going to drive home this afternoon.	es	https://ojibwe.lib.umn.edu/main-entry/naawakwe-vii
Ogii-madaabiiwinaan iniwen naanan odasabiin.	He took five of his nets down to the lake.	es	https://ojibwe.lib.umn.edu/main-entry/madaabiiwizh-vta
Gii-anzhikewabi wiineta.	He was home alone.	es	https://ojibwe.lib.umn.edu/main-entry/wiineta-pron-per
Wiineta go agwaa'amaazo.	He's only dishing it out for himself.	nj	https://ojibwe.lib.umn.edu/main-entry/wiineta-pron-per
Wiin eta go onagaji'aan iniw mishtadimoon.	He's the only one that knows how to handle the horse.	es	https://ojibwe.lib.umn.edu/main-entry/wiineta-pron-per
Ogii-gichi-wiisagipwaan iniwen zhingaangawinzhiin gaa-bakwemaad.	The onion he bit into tasted real strong.	es	https://ojibwe.lib.umn.edu/main-entry/wiisagip-vta
Awenen igiwe ikwewag.	Who are those women?	nj	https://ojibwe.lib.umn.edu/main-entry/igiwe-pron-dem
Awenenag igiwe gaa-biindigewaad ininiwag.	Who are those men who just came in?	nj	https://ojibwe.lib.umn.edu/main-entry/igiwe-pron-dem
Aaniin enamanji'oyan.	How are you feeling?	rg	https://ojibwe.lib.umn.edu/main-entry/inamanji-o-vai
Aaniish enamanji'od noongom.	How is he feeling today?	es	https://ojibwe.lib.umn.edu/main-entry/inamanji-o-vai
Aaniin giin enamanji'oyan noongom.	How are you feeling now?	nj	https://ojibwe.lib.umn.edu/main-entry/inamanji-o-vai
Dibi gii-atoowaanen.	I don't know where I put it.	gh	https://ojibwe.lib.umn.edu/main-entry/dibi-adv-dub
Dibi go gaa-ni-ipizogwen a' ininiwish.	I don't know where that old guy drove off to.	lw	https://ojibwe.lib.umn.edu/main-entry/dibi-adv-dub
Dibi iidog gaa-izhaagwen.	I don't know where she went.	gh	https://ojibwe.lib.umn.edu/main-entry/dibi-adv-dub
Ogii-apisidoon 'i gezhaabikidenig onaagaans.	He put a coaster under the hot cup.	es	https://ojibwe.lib.umn.edu/main-entry/apisidoon-vti2
Wenda-gidimaagizi aana-wii-shooniyaaked wa'aw. Gaawiin gegoo odaabajitoosiin.	He's really poor although he's trying to make money. He doesn't have any tools or material to use.	es	https://ojibwe.lib.umn.edu/main-entry/zhooniyaake-vai
Aandi gaa-ondinaman giwewebanaabaan. | Adaawewigamigong ingii-ondinaan.	Where did you get your fishing pole? | I got it at the store.	es	https://ojibwe.lib.umn.edu/main-entry/wewebanaabaan-ni
Ogii-kojitoon iwe oshki-wewebanaabaan gaa-adaawed.	He tried out the new rod and reel he bought.	es	https://ojibwe.lib.umn.edu/main-entry/wewebanaabaan-ni
Ogii-bakandaan 'i ogitaakopizowin awe inday.	My dog chewed through his leash.	es	https://ojibwe.lib.umn.edu/main-entry/bakandan-vti
Nigii-gichi-aabajitoonan gii-pabaa-maamiginamaan iniwen gaa-webinigaadegin.	I made good use of those discarded things that I collected.	es	https://ojibwe.lib.umn.edu/main-entry/webinigaade-vii
Weweni ozagakiiginaa' ogiziingwe'ona' gaa-paasonid.	She folded her towels neatly after they were dry.	nj	https://ojibwe.lib.umn.edu/main-entry/zagakiigin-vta
Zhebaa gii-maajibiisaamagad.	It started to rain this morning.	rg	https://ojibwe.lib.umn.edu/main-entry/maajibiisaa-vii
Mii zhigwa maajibiisaamagak.	It's starting to rain now.	es	https://ojibwe.lib.umn.edu/main-entry/maajibiisaa-vii
Aaniish wiin epiitangimaad.	How much is he asking for it?	es	https://ojibwe.lib.umn.edu/main-entry/wiin-pc-disc
Gii-waabaatemagad i'iw nimashkosii-wiiwakwaanens; onzaam gabe-niibin imaa agwajiing gii-agoode.	My straw hat is faded because it was hanging outside all summer.	es	https://ojibwe.lib.umn.edu/main-entry/gabe-niibin-adv-tmp
Giishpin odamino'aad, gaawiin da-zhigadendanziiwan oozhisan.	If he plays with her, his granddaughter won't get lonesome.	nj	https://ojibwe.lib.umn.edu/main-entry/odamino-vta
Aaniin gaa'-igooyan gaa'-onji-ishkwaataayan gidanokiiwin.	What did they say to you to make you quit your job?	nj	https://ojibwe.lib.umn.edu/main-entry/ishkwaataa-vai
Ingii-koshkomaa awe nimishoomis gii-piibaagimag awe abinoonjii.	I startled my grandpa when I hollered at that child.	es	https://ojibwe.lib.umn.edu/main-entry/goshkom-vta
Awi-ganawaabamaadaanig igiw abinoojiinyag odaminowaad.	Let's go look at the children playing.	rg	https://ojibwe.lib.umn.edu/main-entry/odamino-vai
Indaga o-ikonizha' igiw abinoonjiiyag wedaminowaad.	Please go tell the children who are playing to go somewhere else.	es	https://ojibwe.lib.umn.edu/main-entry/odamino-vai
Gii-kiimoodanokii aana-gii-igod ini mashkikiiwininiwan ji-anokiisig.	He worked in secret even though the doctor told him not to work.	es	https://ojibwe.lib.umn.edu/main-entry/giimoodanokii-vai
Ningii'-mikwendamose gaa'-atoowaan mewinzha gaa-gii'-wanitoowaan.	I suddenly remembered where I put the stuff I lost a long time ago.	nj	https://ojibwe.lib.umn.edu/main-entry/mikwendamose-vai
Ningaabii'anong inagakeyaa inaashi a'aw mitig.	That tree is being blown westward.	es	https://ojibwe.lib.umn.edu/main-entry/ningaabii-anong-adv-loc
Gii-kwenibii aana-gii-anoonind ji-dazhiikawaad iniw bashkweginoon.	He quit when they hired him to work on that hide.	es	https://ojibwe.lib.umn.edu/main-entry/dazhiikaw-vta
Odadima'aan gaa-bimaasininig jiimaan.	He caught up to the canoe that blew away.	nj	https://ojibwe.lib.umn.edu/main-entry/adima-an-vti
Mazinaagonesin enigokozided.	There are marks in the snow of how big his feet are.	nj	https://ojibwe.lib.umn.edu/main-entry/mazinaagonesin-vii
Wewiib biizikonayeg.	Hurry up and get dressed.	lw	https://ojibwe.lib.umn.edu/main-entry/biizikonaye-vai
Gii-kagiibaadaanagidoone awe aana-gii-kaagiigidod giigidoowinini.	That representative who spoke didn't make sense.	es	https://ojibwe.lib.umn.edu/main-entry/gagiibaadaanagidoone-vai
Gii-naabishkaage ingos imaa gii-bakitejii'igeng.	My son played softball in place of someone else.	es	https://ojibwe.lib.umn.edu/main-entry/naabishkaage-vai
Zhaawanong izhisewag maangwag gii-dagwaagig.	Loons fly south in the fall.	nj	https://ojibwe.lib.umn.edu/main-entry/izhise-vai
Gii-adaawange zhooniyaan gaa-onji-de-diba'waad iniw zagapijiganan.	He borrowed enough money to pay for the trailer.	es	https://ojibwe.lib.umn.edu/main-entry/zagapijigan-na
Gii-kidiskise aw zagapiji.. zagapijigan megwaa go naa bimibizoyaang.	The trailer became unhitched as we were driving.	es	https://ojibwe.lib.umn.edu/main-entry/zagapijigan-na
Megwaa agindaasoyaan, ingii-kawingwash.	I nodded off while I was reading.	gh	https://ojibwe.lib.umn.edu/main-entry/megwaa-adv-tmp
Ingii-kimoodimig injiimaanim.	He stole my boat.	es	https://ojibwe.lib.umn.edu/main-entry/gimoodim-vta
Ingii-kimoodimaa odoodaabaan.	I stole his car from him.	es	https://ojibwe.lib.umn.edu/main-entry/gimoodim-vta
Megwaa wiipemaawasowag igiw gichi-anishinaabeg.	The old people, the grandparents, are sleeping with the baby.	es	https://ojibwe.lib.umn.edu/main-entry/wiipemaawaso-vai
Nindaanis gii-mawiwan iniw ogozisan ezhi-wiipemaawasod.	My daughter's son was crying so she laid down with him.	rg	https://ojibwe.lib.umn.edu/main-entry/wiipemaawaso-vai
Ogii-mawinanaawaan gii-nakweshkawaawaad iniw baadaasamosenid.	They rushed to meet the one who was coming towards them.	es	https://ojibwe.lib.umn.edu/main-entry/mawinazh-vta
Indawaaj igo inga-baapi'aa awe gaa-mindawed aanawi agwaa'izekwed miinawaa.	I just laugh at the one who wanted to go for seconds but there was nothing left.	es	https://ojibwe.lib.umn.edu/main-entry/agwaa-izekwe-vai
Ominomaamaan iniw giizhikan.	He likes the smell of cedar.	es	https://ojibwe.lib.umn.edu/main-entry/minomaam-vta
Anaamiindim waasagwinjin zhooniyaans.	There's a quarter shining on the bottom.	nj	https://ojibwe.lib.umn.edu/main-entry/anaamiindim-adv-loc
Agwaaweba'an zhinoodaagan anaamiindim gaa-agwindeg.	Flick out the rope that's under the water.	nj	https://ojibwe.lib.umn.edu/main-entry/anaamiindim-adv-loc
Ate biindoonag i'iw makakosag.	The carton is in the boat.	es	https://ojibwe.lib.umn.edu/main-entry/biindoonag-adv-loc
Biindoonag abiwag igiw asabiig.	The nets are in the boat.	es	https://ojibwe.lib.umn.edu/main-entry/biindoonag-adv-loc
Biindoonag igiw abinjoojiinyag namadabiwag.	The children are sitting in the boat.	rg	https://ojibwe.lib.umn.edu/main-entry/biindoonag-adv-loc
Gibishe'on waaboozwayaan wii-pimoseyan gii-gichi-gisinaag.	Stick some rabbit skin in your ear if you are going to go walking on a real cold day.	nj	https://ojibwe.lib.umn.edu/main-entry/gibishe-o-vai
Nibawaanaa bemaadizid.	I dream of a being.	es	https://ojibwe.lib.umn.edu/main-entry/bawaazh-vta
Indaga ganawendamaw omidewayaanan awe mindimooyenh.	Take care of the old lady's ceremonial pouch.	es	https://ojibwe.lib.umn.edu/main-entry/midewayaan-na
Anaamisag indazhi-giziibiiga'ige ko giziibiiga'igeyaan.	I do the laundry in the basement when I do it.	rg	https://ojibwe.lib.umn.edu/main-entry/anaamisag-adv-loc
Eniwek igo babenag indinamanji' noongom. Bijiinaago nawaj ningii'-maanamanji'.	I feel a little better today than I did. Yesterday I felt worse.	nj	https://ojibwe.lib.umn.edu/main-entry/maanamanji-o-vai
Mayaawibidoon onaagan gaa-anibesing jibwaa-ziigiseg ginaboobiim.	Turn that slanted dish up straight before the soup spills.	nj	https://ojibwe.lib.umn.edu/main-entry/ziigise-vii
Gii-ojibogwaazo awe bashkwegin gaa-maawandoogwaazod.	The hide that was sewn together was puckered up.	es	https://ojibwe.lib.umn.edu/main-entry/ojibogwaazo-vai
Ojibogwaazo awe waaboozowayaan.	That rabbit skin is sewn with a pucker.	es	https://ojibwe.lib.umn.edu/main-entry/ojibogwaazo-vai
