ojibwe	english	speaker	fst_readings
Anooj igo inanjige. Mii 'i gaa-onji-ishpaagamishkaanig omiskwiim.	He eat junk food. That's why he has high blood pressure.	nj	"[{'word_form': 'anooj', 'fst_analyses': ['anooj+ADVQnt']}, {'word_form': 'igo', 'fst_analyses': ['igo+PCEmph']}, {'word_form': 'inanjige', 'fst_analyses': ['inanjige+VAI+Ind+Pos+Neu+3SgProxSubj']}, {'word_form': '.', 'fst_analyses': []}, {'word_form': 'mii', 'fst_analyses': ['mii+ADVPred']}, {'word_form': ""'i"", 'fst_analyses': [""'i+PRONDem+NI+Sg""]}, {'word_form': 'gaa-onji-ishpaagamishkaanig', 'fst_analyses': ['ChCnj+PVTense/gii+PVRel/onji+ishpaagamishkaa+VII+Cnj+Pos+Neu+0SgObvSubj', 'ChCnj+PVTense/gii+PVRel/onji+ishpaagamishkaa+VII+Cnj+Pos+Neu+0PlObvSubj', 'PVTense/gii+PVRel/onji+ishpaagamishkaa+VII+Pcp+Pos+Neu+0SgObvSubj+0SgObvHead', 'PVSub/gaa+PVRel/onji+ishpaagamishkaa+VII+Cnj+Pos+Neu+0SgObvSubj', 'PVSub/gaa+PVRel/onji+ishpaagamishkaa+VII+Cnj+Pos+Neu+0PlObvSubj']}, {'word_form': 'omiskwiim', 'fst_analyses': ['miskwi+NI+Poss+Sg+3SgProxPoss']}, {'word_form': '.', 'fst_analyses': []}]"
Giizhaa ogakiiwenigaadaan ojiimaan jibwaa-naawakwenig.	S/he already carried h/ canoe over the portage before noon.	nj	[{'word_form': 'giizhaa', 'fst_analyses': ['giizhaa+ADVTmp']}, {'word_form': 'ogakiiwenigaadaan', 'fst_analyses': ['gakiiwenigaadan+VTI+Ind+Pos+Neu+3SgProxSubj+0SgObj']}, {'word_form': 'ojiimaan', 'fst_analyses': ['jiimaan+NI+Sg+3SgProxPoss']}, {'word_form': 'jibwaa-naawakwenig', 'fst_analyses': ['PVTense/jibwaa+naawakwe+VII+Cnj+Pos+Neu+0SgObvSubj', 'PVTense/jibwaa+naawakwe+VII+Cnj+Pos+Neu+0PlObvSubj']}, {'word_form': '.', 'fst_analyses': []}]
Owiisagibinaan jiisibinaad.	She's hurting him by pinching him.	rg	[{'word_form': 'owiisagibinaan', 'fst_analyses': ['wiisagibizh+VTA+Ind+Pos+Neu+3SgProxSubj+3PlObvObj', 'wiisagibizh+VTA+Ind+Pos+Neu+3SgProxSubj+3SgObvObj']}, {'word_form': 'jiisibinaad', 'fst_analyses': ['jiisibizh+VTA+Cnj+Pos+Neu+3SgProxSubj+3PlObvObj', 'jiisibizh+VTA+Cnj+Pos+Neu+3SgProxSubj+3SgObvObj']}, {'word_form': '.', 'fst_analyses': []}]
Mitakamig onji-zaagikweni akakojiishi.	A groundhog stuck his head up through (a hole in) the ground.	nj	[{'word_form': 'mitakamig', 'fst_analyses': ['mitakamig+ADVLoc']}, {'word_form': 'onji-zaagikweni', 'fst_analyses': ['PVRel/onji+zaagikweni+VAI+Ind+Pos+Neu+3SgProxSubj']}, {'word_form': 'akakojiishi', 'fst_analyses': ['akakojiishi+NA+ProxSg']}, {'word_form': '.', 'fst_analyses': []}]
Mizhishawaya'ii danakamigiziwag igi zhaawanoowininiwag beshkwada'igewaad.	Those Mexicans are hoeing way out in the open.	es	"[{'word_form': ""mizhishawaya'ii"", 'fst_analyses': [""mizhishawaya'ii+ADVLoc""]}, {'word_form': 'danakamigiziwag', 'fst_analyses': ['danakamigizi+VAI+Ind+Pos+Neu+3PlProxSubj']}, {'word_form': 'igi', 'fst_analyses': ['igi+PRONDem+NA+ProxPl']}, {'word_form': 'zhaawanoowininiwag', 'fst_analyses': ['zhaawanoowinini+NA+ProxPl']}, {'word_form': ""beshkwada'igewaad"", 'fst_analyses': [""ChCnj+bashkwada'ige+VAI+Cnj+Pos+Neu+3PlProxSubj""]}, {'word_form': '.', 'fst_analyses': []}]"
Niwiidanokiimaaganag niwii'-onaagoshi-ashamaag.	I'm going to feed supper to my co-workers.	nj	"[{'word_form': 'niwiidanokiimaaganag', 'fst_analyses': ['wiidanokiimaagan+NA+ProxPl+1SgPoss']}, {'word_form': ""niwii'-onaagoshi-ashamaag"", 'fst_analyses': []}, {'word_form': '.', 'fst_analyses': []}]"
Zaaga'iganiing gaa-dazhiging manoomin ginwaakominagad.	Rise that grows in a lake is long-grained.	nj	"[{'word_form': ""zaaga'iganiing"", 'fst_analyses': [""zaaga'igan+NI+Loc""]}, {'word_form': 'gaa-dazhiging', 'fst_analyses': ['ChCnj+PVTense/gii+dazhigi+VAI+Cnj+Pos+Neu+XSubj', 'ChCnj+PVTense/gii+dazhigin+VII+Cnj+Pos+Neu+0PlSubj', 'ChCnj+PVTense/gii+dazhigin+VII+Cnj+Pos+Neu+0SgSubj', 'PVTense/gii+dazhigin+VII+Pcp+Pos+Neu+0SgSubj+0SgHead', 'PVSub/gaa+dazhigi+VAI+Cnj+Pos+Neu+XSubj', 'PVSub/gaa+dazhigin+VII+Cnj+Pos+Neu+0PlSubj', 'PVSub/gaa+dazhigin+VII+Cnj+Pos+Neu+0SgSubj']}, {'word_form': 'manoomin', 'fst_analyses': ['manoomin+NI+Sg']}, {'word_form': 'ginwaakominagad', 'fst_analyses': ['ginwaakominagad+VII+Ind+Pos+Neu+0SgSubj']}, {'word_form': '.', 'fst_analyses': []}]"
Giizhaa ningii'-noondam wii-pi-gichi-izhiwebak bijiinaago.	I was informed ahead of time that there was a big storm coming our way yesterday.	nj	"[{'word_form': 'giizhaa', 'fst_analyses': ['giizhaa+ADVTmp']}, {'word_form': ""ningii'-noondam"", 'fst_analyses': [""PVTense/gii'+noondam+VAI+Ind+Pos+Neu+1SgSubj""]}, {'word_form': 'wii-pi-gichi-izhiwebak', 'fst_analyses': ['PVTense/wii+PVDir/bi+PVLex/gichi+izhiwebad+VII+Cnj+Pos+Neu+0PlSubj', 'PVTense/wii+PVDir/bi+PVLex/gichi+izhiwebad+VII+Cnj+Pos+Neu+0SgSubj', 'PVTense/wii+PVDir/bi+gichi-izhiwebad+VII+Cnj+Pos+Neu+0PlSubj', 'PVTense/wii+PVDir/bi+gichi-izhiwebad+VII+Cnj+Pos+Neu+0SgSubj']}, {'word_form': 'bijiinaago', 'fst_analyses': ['bijiinaago+ADVTmp']}, {'word_form': '.', 'fst_analyses': []}]"
Nawaj igo gii-mamaashkawaji onowaang 'a gwiiwizens.	The boy was a little frostbitten on his cheeks.	es	"[{'word_form': 'nawaj', 'fst_analyses': ['nawaj+ADVDeg']}, {'word_form': 'igo', 'fst_analyses': ['igo+PCEmph']}, {'word_form': 'gii-mamaashkawaji', 'fst_analyses': ['PVTense/gii+mamaashkawaji+VAI+Ind+Pos+Neu+3SgProxSubj']}, {'word_form': 'onowaang', 'fst_analyses': ['now+NID+Loc+3SgProxPoss']}, {'word_form': ""'a"", 'fst_analyses': [""'a+PRONDem+NA+ProxSg""]}, {'word_form': 'gwiiwizens', 'fst_analyses': ['gwiiwizens+NA+ProxSg']}, {'word_form': '.', 'fst_analyses': []}]"
Ogii'-agwaa'aan naboob waa'-miijid.	He dished up a bowl of soup to eat.	nj	"[{'word_form': ""ogii'-agwaa'aan"", 'fst_analyses': [""PVTense/gii'+agwaa'an+VTI+Ind+Pos+Neu+3SgProxSubj+0SgObj""]}, {'word_form': 'naboob', 'fst_analyses': ['naboob+NI+Sg']}, {'word_form': ""waa'-miijid"", 'fst_analyses': [""ChCnj+PVTense/wii'+miijin+VTI+Cnj+Pos+Neu+3SgProxSubj+0SgObj"", ""ChCnj+PVTense/wii'+miijin+VTI+Cnj+Pos+Neu+3SgProxSubj+0PlObj""]}, {'word_form': '.', 'fst_analyses': []}]"
Gego inoo'angen minisaabik. Da-bagamaanimad giishpin inoo'aman minisaabik.	Don't point to the reef. A strong wind will come up if you point at a reef.	nj	"[{'word_form': 'gego', 'fst_analyses': ['gego+ADVNeg']}, {'word_form': ""inoo'angen"", 'fst_analyses': [""inoo'an+VTI+Imp+Prb+2SgSubj+0SgObj"", ""inoo'an+VTI+Imp+Prb+2SgSubj+0PlObj""]}, {'word_form': 'minisaabik', 'fst_analyses': ['minisaabik+NI+Sg']}, {'word_form': '.', 'fst_analyses': []}, {'word_form': 'da-bagamaanimad', 'fst_analyses': ['PVTense/ga+bagamaanimad+VII+Ind+Pos+Neu+0SgSubj']}, {'word_form': 'giishpin', 'fst_analyses': ['giishpin+ADVGram']}, {'word_form': ""inoo'aman"", 'fst_analyses': [""inoo'an+VTI+Cnj+Pos+Neu+2SgSubj+0SgObj"", ""inoo'an+VTI+Cnj+Pos+Neu+2SgSubj+0PlObj""]}, {'word_form': 'minisaabik', 'fst_analyses': ['minisaabik+NI+Sg']}, {'word_form': '.', 'fst_analyses': []}]"
Ogichi-apiitendaan gaa-ina'oonind gii-odaapiniged imaa gii-pagijigeng.	He was really happy with the gift he got from the give-away.	es	"[{'word_form': 'ogichi-apiitendaan', 'fst_analyses': ['PVLex/gichi+apiitendan+VTI+Ind+Pos+Neu+3SgProxSubj+0SgObj']}, {'word_form': ""gaa-ina'oonind"", 'fst_analyses': [""ChCnj+PVTense/gii+ina'oozh+VTA+Cnj+Pos+Neu+XSubj+3SgProxObj"", ""PVSub/gaa+ina'oozh+VTA+Cnj+Pos+Neu+XSubj+3SgProxObj""]}, {'word_form': 'gii-odaapiniged', 'fst_analyses': ['PVTense/gii+odaapinige+VAI+Cnj+Pos+Neu+3SgProxSubj']}, {'word_form': 'imaa', 'fst_analyses': ['imaa+ADVLoc']}, {'word_form': 'gii-pagijigeng', 'fst_analyses': ['PVTense/gii+bagijige+VAI+Cnj+Pos+Neu+XSubj']}, {'word_form': '.', 'fst_analyses': []}]"
Aaniin giin epiitendaman owe biindigajigan.	What do you think about the resolution that's being entered.	es	[{'word_form': 'aaniin', 'fst_analyses': ['aaniin+ADVInter', 'aaniin+PCInterj']}, {'word_form': 'giin', 'fst_analyses': ['giin+PRONPer+NA+2Sg']}, {'word_form': 'epiitendaman', 'fst_analyses': ['ChCnj+apiitendan+VTI+Cnj+Pos+Neu+2SgSubj+0SgObj', 'ChCnj+apiitendan+VTI+Cnj+Pos+Neu+2SgSubj+0PlObj']}, {'word_form': 'owe', 'fst_analyses': ['owe+PRONDem+NI+Sg']}, {'word_form': 'biindigajigan', 'fst_analyses': ['biindigajigan+NI+Sg']}, {'word_form': '.', 'fst_analyses': []}]
Odoodita'waan gaa-biminizha'waad waawaashkeshiwan.	He got up to the deer he was chasing through the water.	nj	"[{'word_form': ""odoodita'waan"", 'fst_analyses': [""odita'wi+VTA+Ind+Pos+Neu+3SgProxSubj+3PlObvObj"", ""odita'wi+VTA+Ind+Pos+Neu+3SgProxSubj+3SgObvObj""]}, {'word_form': ""gaa-biminizha'waad"", 'fst_analyses': [""ChCnj+PVTense/gii+biminizha'+VTA+Cnj+Pos+Neu+3SgProxSubj+3PlObvObj"", ""ChCnj+PVTense/gii+biminizha'+VTA+Cnj+Pos+Neu+3SgProxSubj+3SgObvObj"", ""ChCnj+PVTense/gii+biminizha'wi+VTA+Cnj+Pos+Neu+3SgProxSubj+3PlObvObj"", ""ChCnj+PVTense/gii+biminizha'wi+VTA+Cnj+Pos+Neu+3SgProxSubj+3SgObvObj"", ""PVSub/gaa+biminizha'+VTA+Cnj+Pos+Neu+3SgProxSubj+3PlObvObj"", ""PVSub/gaa+biminizha'+VTA+Cnj+Pos+Neu+3SgProxSubj+3SgObvObj"", ""PVSub/gaa+biminizha'wi+VTA+Cnj+Pos+Neu+3SgProxSubj+3PlObvObj"", ""PVSub/gaa+biminizha'wi+VTA+Cnj+Pos+Neu+3SgProxSubj+3SgObvObj""]}, {'word_form': 'waawaashkeshiwan', 'fst_analyses': ['waawaashkeshi+NA+ObvSg', 'waawaashkeshi+NA+ObvPl']}, {'word_form': '.', 'fst_analyses': []}]"
Indaga nawadin awe abinoojiinh; onzaam jiigaya'ii imaa ayaa bagizowining.	Grab that child. He's too close to the swimming pool.	es	"[{'word_form': 'indaga', 'fst_analyses': ['indaga+PCDisc']}, {'word_form': 'nawadin', 'fst_analyses': ['nawadin+VTA+Imp+Sim+2SgSubj+3PlProxObj', 'nawadin+VTA+Imp+Sim+2SgSubj+3SgProxObj']}, {'word_form': 'awe', 'fst_analyses': ['awe+PRONDem+NA+ProxSg']}, {'word_form': 'abinoojiinh', 'fst_analyses': ['abinoojiinh+NA+ProxSg']}, {'word_form': ';', 'fst_analyses': []}, {'word_form': 'onzaam', 'fst_analyses': ['onzaam+ADVQnt']}, {'word_form': ""jiigaya'ii"", 'fst_analyses': [""jiigaya'ii+ADVLoc""]}, {'word_form': 'imaa', 'fst_analyses': ['imaa+ADVLoc']}, {'word_form': 'ayaa', 'fst_analyses': ['ayaa+VII+Ind+Pos+Neu+0SgSubj', 'ayaa+VAI+Ind+Pos+Neu+3SgProxSubj']}, {'word_form': 'bagizowining', 'fst_analyses': ['bagizowin+NI+Loc']}, {'word_form': '.', 'fst_analyses': []}]"
Ogii-mamaanzhi'aan a'aw mindimooyenh iniw onaabeman aana-gii-nawadinigod.	That old lady bested that old man who tried to grapple her.	es	"[{'word_form': ""ogii-mamaanzhi'aan"", 'fst_analyses': []}, {'word_form': ""a'aw"", 'fst_analyses': [""a'aw+PRONDem+NA+ProxSg""]}, {'word_form': 'mindimooyenh', 'fst_analyses': ['mindimooyenh+NA+ProxSg']}, {'word_form': 'iniw', 'fst_analyses': ['iniw+PRONDem+NA+ObvPl', 'iniw+PRONDem+NA+ObvSg', 'iniw+PRONDem+NI+Pl']}, {'word_form': 'onaabeman', 'fst_analyses': ['naabem+NAD+ObvSg+3SgProxPoss', 'naabem+NAD+ObvPl+3SgProxPoss']}, {'word_form': 'aana-gii-nawadinigod', 'fst_analyses': ['PVTense/aana+PVTense/gii+nawadin+VTA+Cnj+Pos+Neu+0PlSubj+3SgProxObj', 'PVTense/aana+PVTense/gii+nawadin+VTA+Cnj+Pos+Neu+0SgSubj+3SgProxObj', 'PVTense/aana+PVTense/gii+nawadin+VTA+Cnj+Pos+Neu+3SgObvSubj+3SgProxObj', 'PVTense/aana+PVTense/gii+nawadin+VTA+Cnj+Pos+Neu+3PlObvSubj+3SgProxObj']}, {'word_form': '.', 'fst_analyses': []}]"
Awi-ojaanimi' awe gwiiwizhenzhish. Mii awe gaa-paasinang 'iw waasechigan.	Go chew out that little brat. He's the one who shot up that window.	es	"[{'word_form': ""awi-ojaanimi'"", 'fst_analyses': [""PVDir/awi+ojaanimi'+VTA+Imp+Sim+2SgSubj+3PlProxObj"", ""PVDir/awi+ojaanimi'+VTA+Imp+Sim+2SgSubj+3SgProxObj""]}, {'word_form': 'awe', 'fst_analyses': ['awe+PRONDem+NA+ProxSg']}, {'word_form': 'gwiiwizhenzhish', 'fst_analyses': ['gwiiwizens+NA+Pej+ProxSg']}, {'word_form': '.', 'fst_analyses': []}, {'word_form': 'mii', 'fst_analyses': ['mii+ADVPred']}, {'word_form': 'awe', 'fst_analyses': ['awe+PRONDem+NA+ProxSg']}, {'word_form': 'gaa-paasinang', 'fst_analyses': []}, {'word_form': ""'iw"", 'fst_analyses': [""'iw+PRONDem+NI+Sg""]}, {'word_form': 'waasechigan', 'fst_analyses': ['waasechigan+NI+Sg']}, {'word_form': '.', 'fst_analyses': []}]"
Odapenimonan omaamaayan ji-bami'igod.	He relies on his mother to take care of him.	nj	"[{'word_form': 'odapenimonan', 'fst_analyses': ['apenimon+VAIO+Ind+Pos+Neu+3SgProxSubj+3SgObvObj', 'apenimon+VAIO+Ind+Pos+Neu+3SgProxSubj+0PlObj']}, {'word_form': 'omaamaayan', 'fst_analyses': ['maamaay+NAD+ObvSg+3SgProxPoss', 'maamaay+NAD+ObvPl+3SgProxPoss']}, {'word_form': ""ji-bami'igod"", 'fst_analyses': [""PVTense/ga+bami'+VTA+Cnj+Pos+Neu+0PlSubj+3SgProxObj"", ""PVTense/ga+bami'+VTA+Cnj+Pos+Neu+0SgSubj+3SgProxObj"", ""PVTense/ga+bami'+VTA+Cnj+Pos+Neu+3SgObvSubj+3SgProxObj"", ""PVTense/ga+bami'+VTA+Cnj+Pos+Neu+3PlObvSubj+3SgProxObj"", ""PVTense/daa+bami'+VTA+Cnj+Pos+Neu+0PlSubj+3SgProxObj"", ""PVTense/daa+bami'+VTA+Cnj+Pos+Neu+0SgSubj+3SgProxObj"", ""PVTense/daa+bami'+VTA+Cnj+Pos+Neu+3SgObvSubj+3SgProxObj"", ""PVTense/daa+bami'+VTA+Cnj+Pos+Neu+3PlObvSubj+3SgProxObj""]}, {'word_form': '.', 'fst_analyses': []}]"
Apenimon gidasemaa, gegoo anoonigooyin ji-wiijitwaayin zagaswe'iding.	Rely on your tobacco when you are asked to help at a ceremony.	nj	"[{'word_form': 'apenimon', 'fst_analyses': ['apenimon+VAIO+Imp+Sim+2SgSubj', 'apenimon+VAIO+Imp+Sim+2SgSubj+3SgProx', 'apenimon+VAIO+Imp+Sim+2SgSubj+3PlProx', 'apenimon+VAIO+Imp+Sim+2SgSubj+0SgObj', 'apenimon+VAIO+Imp+Sim+2SgSubj+0PlObj', 'apenimo+VAI+Imp+Sim+2SgSubj']}, {'word_form': 'gidasemaa', 'fst_analyses': ['asemaa+NA+ProxSg+2SgPoss']}, {'word_form': ',', 'fst_analyses': []}, {'word_form': 'gegoo', 'fst_analyses': ['gegoo+PRONIndf+NI']}, {'word_form': 'anoonigooyin', 'fst_analyses': ['anoozh+VTA+Cnj+Pos+Neu+XSubj+2SgObj', 'anoozh+VTA+Cnj+Pos+Neu+ExclSubj+2SgObj']}, {'word_form': 'ji-wiijitwaayin', 'fst_analyses': ['PVTense/ga+wiijitwaa+VAI+Cnj+Pos+Neu+2SgSubj', 'PVTense/daa+wiijitwaa+VAI+Cnj+Pos+Neu+2SgSubj']}, {'word_form': ""zagaswe'iding"", 'fst_analyses': [""zagaswe'+VTA+Recip/di+VAI+Cnj+Pos+Neu+XSubj+XObj"", ""zagaswe'idiwag+VAI+Cnj+Pos+Neu+XSubj+XObj""]}, {'word_form': '.', 'fst_analyses': []}]"
Onzaam agaasaabikad ninitiiwinaagaans. Gaawiin inde-minikwesii.	My teacup is too small. I didn't get enough to drink.	nj	[{'word_form': 'onzaam', 'fst_analyses': ['onzaam+ADVQnt']}, {'word_form': 'agaasaabikad', 'fst_analyses': ['agaasaabikad+VII+Ind+Pos+Neu+0SgSubj']}, {'word_form': 'ninitiiwinaagaans', 'fst_analyses': ['nitiiwinaagaans+NI+Sg+1SgPoss']}, {'word_form': '.', 'fst_analyses': []}, {'word_form': 'gaawiin', 'fst_analyses': ['gaawiin+ADVNeg']}, {'word_form': 'inde-minikwesii', 'fst_analyses': ['PVLex/de+minikwen+VAIO+Ind+Neg+Neu+1SgSubj', 'PVLex/de+minikwe+VAI+Ind+Neg+Neu+1SgSubj']}, {'word_form': '.', 'fst_analyses': []}]
Gii'-awi'iwe owaakaa'igan ji-nibaanid gaa-bi-ando-niimi'idinid.	He lent his house to the pow-wow visitors to sleep in.	nj	"[{'word_form': ""gii'-awi'iwe"", 'fst_analyses': [""PVTense/gii'+awi'iwe+VAI+Ind+Pos+Neu+3SgProxSubj""]}, {'word_form': ""owaakaa'igan"", 'fst_analyses': [""waakaa'igan+NI+Sg+3SgProxPoss""]}, {'word_form': 'ji-nibaanid', 'fst_analyses': ['PVTense/ga+nibaa+VAI+Cnj+Pos+Neu+3SgObvSubj', 'PVTense/ga+nibaa+VAI+Cnj+Pos+Neu+3PlObvSubj', 'PVTense/daa+nibaa+VAI+Cnj+Pos+Neu+3SgObvSubj', 'PVTense/daa+nibaa+VAI+Cnj+Pos+Neu+3PlObvSubj']}, {'word_form': ""gaa-bi-ando-niimi'idinid"", 'fst_analyses': [""ChCnj+PVTense/gii+PVDir/bi+PVLex/ando+niimi'+VTA+Recip/di+VAI+Cnj+Pos+Neu+3PlObvSubj+3PlObvObj"", ""ChCnj+PVTense/gii+PVDir/bi+PVLex/ando+niimi'idiwag+VAI+Cnj+Pos+Neu+3PlObvSubj+3PlObvObj"", ""PVSub/gaa+PVDir/bi+PVLex/ando+niimi'+VTA+Recip/di+VAI+Cnj+Pos+Neu+3PlObvSubj+3PlObvObj"", ""PVSub/gaa+PVDir/bi+PVLex/ando+niimi'idiwag+VAI+Cnj+Pos+Neu+3PlObvSubj+3PlObvObj""]}, {'word_form': '.', 'fst_analyses': []}]"
Ishpiming inaabin.	Look up into the sky.	es	[{'word_form': 'ishpiming', 'fst_analyses': ['ishpiming+ADVLoc']}, {'word_form': 'inaabin', 'fst_analyses': ['inaabi+VAI+Imp+Sim+2SgSubj']}, {'word_form': '.', 'fst_analyses': []}]
Ishpiming iwidi gegoo waawaasise.	There's something up in the sky flashing.	es	[{'word_form': 'ishpiming', 'fst_analyses': ['ishpiming+ADVLoc']}, {'word_form': 'iwidi', 'fst_analyses': ['iwidi+ADVLoc']}, {'word_form': 'gegoo', 'fst_analyses': ['gegoo+PRONIndf+NI']}, {'word_form': 'waawaasise', 'fst_analyses': []}, {'word_form': '.', 'fst_analyses': []}]
Aandi ezhi-badakideg gimadoodison.	Where is your sweat lodge set up?	nj	[{'word_form': 'aandi', 'fst_analyses': ['aandi+ADVInter']}, {'word_form': 'ezhi-badakideg', 'fst_analyses': ['ChCnj+PVRel/izhi+badakide+VII+Cnj+Pos+Neu+0PlSubj', 'ChCnj+PVRel/izhi+badakide+VII+Cnj+Pos+Neu+0SgSubj', 'PVRel/izhi+badakide+VII+Pcp+Pos+Neu+0SgSubj+0SgHead']}, {'word_form': 'gimadoodison', 'fst_analyses': ['madoodison+NI+Sg+2SgPoss']}, {'word_form': '.', 'fst_analyses': []}]
Mii imaa endazhi-namadabingwaamid jiigi-adoopowinaakong.	He was sleeping sitting up at the table.	es	[{'word_form': 'mii', 'fst_analyses': ['mii+ADVPred']}, {'word_form': 'imaa', 'fst_analyses': ['imaa+ADVLoc']}, {'word_form': 'endazhi-namadabingwaamid', 'fst_analyses': ['ChCnj+PVRel/dazhi+namadabingwaami+VAI+Cnj+Pos+Neu+3SgProxSubj', 'PVRel/dazhi+namadabingwaami+VAI+Pcp+Pos+Neu+3SgProxSubj+3SgProxHead']}, {'word_form': 'jiigi-adoopowinaakong', 'fst_analyses': ['PNLex/jiigi+adoopowinaak+NI+Loc']}, {'word_form': '.', 'fst_analyses': []}]
Aakoziiwigamigong gii-izhaa gii-o-bajiishka'ond.	He went to the hospital and got a shot.	es	"[{'word_form': 'aakoziiwigamigong', 'fst_analyses': ['aakoziiwigamig+NI+Loc']}, {'word_form': 'gii-izhaa', 'fst_analyses': ['PVTense/gii+izhaa+VAI+Ind+Pos+Neu+3SgProxSubj']}, {'word_form': ""gii-o-bajiishka'ond"", 'fst_analyses': [""PVTense/gii+PVDir/o+bajiishka'+VTA+Cnj+Pos+Neu+XSubj+3SgProxObj""]}, {'word_form': '.', 'fst_analyses': []}]"
Bijiinaago ningii-kinisinaa'ogomin agaami-zaaga'igan onzaam gii'-mamaangaashkaa.	We got stranded across the lake yesterday because the waves were too big.	nj	"[{'word_form': 'bijiinaago', 'fst_analyses': ['bijiinaago+ADVTmp']}, {'word_form': ""ningii-kinisinaa'ogomin"", 'fst_analyses': [""PVTense/gii+ginisinaa'ogo+VAI+Ind+Pos+Neu+ExclSubj""]}, {'word_form': ""agaami-zaaga'igan"", 'fst_analyses': [""PNLex/agaami+zaaga'igan+NI+Sg"", ""agaami-zaaga'igan+ADVLoc""]}, {'word_form': 'onzaam', 'fst_analyses': ['onzaam+ADVQnt']}, {'word_form': ""gii'-mamaangaashkaa"", 'fst_analyses': [""PVTense/gii'+mamaangaashkaa+VII+Ind+Pos+Neu+0SgSubj""]}, {'word_form': '.', 'fst_analyses': []}]"
Gii-oshki-niibing apii bakwaniiwan wiigwaasan.	The birch bark comes off the trees easily at the beginning of summer.	nj	[{'word_form': 'gii-oshki-niibing', 'fst_analyses': ['PVTense/gii+PVLex/oshki+niibin+VII+Cnj+Pos+Neu+0PlSubj', 'PVTense/gii+PVLex/oshki+niibin+VII+Cnj+Pos+Neu+0SgSubj', 'PVTense/gii+oshki-niibin+VII+Cnj+Pos+Neu+0PlSubj', 'PVTense/gii+oshki-niibin+VII+Cnj+Pos+Neu+0SgSubj']}, {'word_form': 'apii', 'fst_analyses': ['apii+ADVTmp']}, {'word_form': 'bakwaniiwan', 'fst_analyses': ['bakwanii+VII+Ind+Pos+Neu+0PlSubj', 'bakwanii+VAI+Ind+Pos+Neu+3SgObvSubj', 'bakwanii+VAI+Ind+Pos+Neu+3PlObvSubj']}, {'word_form': 'wiigwaasan', 'fst_analyses': ['wiigwaas+NA+ObvSg', 'wiigwaas+NA+ObvPl', 'wiigwaas+NI+Pl']}, {'word_form': '.', 'fst_analyses': []}]
Aasamishim gidaagimag jiigaatig.	Lean your snowshoes up against a tree.	nj	[{'word_form': 'aasamishim', 'fst_analyses': ['aasamishim+VTA+Imp+Sim+2SgSubj+3PlProxObj', 'aasamishim+VTA+Imp+Sim+2SgSubj+3SgProxObj']}, {'word_form': 'gidaagimag', 'fst_analyses': ['aagim+NA+ProxPl+2SgPoss']}, {'word_form': 'jiigaatig', 'fst_analyses': ['jiigaatig+ADVLoc']}, {'word_form': '.', 'fst_analyses': []}]
Jiigishkode onji-giizhizwi gibakwezhiganikaan. Aasamishim.	Cook your bannock by the side of the fire. Stand it up facing the fire.	nj	[{'word_form': 'jiigishkode', 'fst_analyses': ['jiigishkode+ADVLoc']}, {'word_form': 'onji-giizhizwi', 'fst_analyses': ['PVRel/onji+giizhizwi+VTA+Imp+Sim+2SgSubj+3PlProxObj', 'PVRel/onji+giizhizwi+VTA+Imp+Sim+2SgSubj+3SgProxObj']}, {'word_form': 'gibakwezhiganikaan', 'fst_analyses': ['bakwezhiganikaan+NA+ProxSg+2SgPoss']}, {'word_form': '.', 'fst_analyses': []}, {'word_form': 'aasamishim', 'fst_analyses': ['aasamishim+VTA+Imp+Sim+2SgSubj+3PlProxObj', 'aasamishim+VTA+Imp+Sim+2SgSubj+3SgProxObj']}, {'word_form': '.', 'fst_analyses': []}]
Dibiki-giizis gii-ningwaashi wenji-gichi-gashkii-dibikak.	It got so dark because the clouds covered the moon.	es	[{'word_form': 'dibiki-giizis', 'fst_analyses': ['PNLex/dibiki+giizis+NA+ProxSg', 'dibiki-giizis+NA+ProxSg']}, {'word_form': 'gii-ningwaashi', 'fst_analyses': ['PVTense/gii+ningwaashi+VAI+Ind+Pos+Neu+3SgProxSubj']}, {'word_form': 'wenji-gichi-gashkii-dibikak', 'fst_analyses': ['ChCnj+PVRel/onji+PVLex/gichi+gashkii-dibikad+VII+Cnj+Pos+Neu+0PlSubj', 'ChCnj+PVRel/onji+PVLex/gichi+gashkii-dibikad+VII+Cnj+Pos+Neu+0SgSubj', 'ChCnj+PVRel/onji+PVLex/gichi+PVLex/gashkii+dibikad+VII+Cnj+Pos+Neu+0PlSubj', 'ChCnj+PVRel/onji+PVLex/gichi+PVLex/gashkii+dibikad+VII+Cnj+Pos+Neu+0SgSubj', 'PVRel/onji+PVLex/gichi+gashkii-dibikad+VII+Pcp+Pos+Neu+0SgSubj+0SgHead', 'PVRel/onji+PVLex/gichi+PVLex/gashkii+dibikad+VII+Pcp+Pos+Neu+0SgSubj+0SgHead']}, {'word_form': '.', 'fst_analyses': []}]
Gii-ozisijigaade adoopowin.	They set the table.	es	[{'word_form': 'gii-ozisijigaade', 'fst_analyses': ['PVTense/gii+ozisijigaade+VII+Ind+Pos+Neu+0SgSubj']}, {'word_form': 'adoopowin', 'fst_analyses': ['adoopowin+NI+Sg']}, {'word_form': '.', 'fst_analyses': []}]
